Entity,Year,Birth rate - Sex: all - Age: all - Variant: estimates,GDP per capita,Urban population (% of total population),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Physicians (per 1,000 people)",Human Development Index
Denmark,2015,10.171,44940.887,87.526,56.737,3.934,0.936
Denmark,2016,10.636,46018.984,87.642,57.563,4.013,0.943
Denmark,2017,10.59,47022.01,87.757,57.616,4.129,0.944
Denmark,2018,10.561,47717.457,87.874,57.567,4.215,0.942
Denmark,2019,10.502,48238.656,87.994,57.987,4.264,0.946
Denmark,2020,10.459,47171.086,88.116,57.75,,0.946
Denmark,2021,10.838,49258.75,88.24,58.071,,0.947
Denmark,2022,9.842,50689.68,88.367,59.441,,0.952
Denmark,2023,9.719,,,,,
Estonia,1950,18.277,,,,,
Estonia,1951,18.502,,,,,
Estonia,1952,18.59,,,,,
Estonia,1953,17.687,,,,,
Estonia,1954,18.065,,,,,
Estonia,1955,17.763,,,,,
Estonia,1956,16.722,,,,,
Estonia,1957,16.412,,,,,
Estonia,1958,16.419,,,,,
Estonia,1959,16.537,,,,,
Estonia,1960,16.543,,57.533,,,
Estonia,1961,16.346,,58.304,,,
Estonia,1962,15.838,,59.072,,,
Estonia,1963,15.137,,59.836,,,
Estonia,1964,15.135,,60.596,,,
Estonia,1965,14.428,,61.348,,,
Estonia,1966,14.074,,62.097,,,
Estonia,1967,14.009,,62.839,,,
Estonia,1968,14.701,,63.577,,,
Estonia,1969,15.299,,64.307,,,
Estonia,1970,15.627,,64.947,,,
Estonia,1971,15.785,,65.483,,,
Estonia,1972,15.414,,66.017,,,
Estonia,1973,14.968,13799.0,66.545,,,
Estonia,1974,15.033,,67.069,,,
Estonia,1975,14.879,,67.589,,,
Estonia,1976,15.076,,68.106,,,
Estonia,1977,15.132,,68.617,,,
Estonia,1978,14.901,,69.124,,,
Estonia,1979,14.84,,69.497,,,
Estonia,1980,14.918,15044.0,69.711,,2.938,
Estonia,1981,15.275,15478.0,69.924,,,
Estonia,1982,15.327,15927.0,70.136,,,
Estonia,1983,15.862,16361.0,70.347,,,
Estonia,1984,15.848,16660.0,70.558,,,
Estonia,1985,15.386,16541.0,70.767,,3.35,
Estonia,1986,15.582,16866.0,70.975,,3.408,
Estonia,1987,16.072,16898.0,71.183,,3.484,
Estonia,1988,15.942,17661.0,71.39,,,
Estonia,1989,15.426,18779.0,71.415,,,
Estonia,1990,14.151,17247.0,71.231,,3.5,0.741
Estonia,1991,12.446,15350.635,71.046,58.199,3.526,0.736
Estonia,1992,11.79,13214.388,70.86,55.753,3.249,0.726
Estonia,1993,10.27,12207.185,70.674,54.707,3.185,0.718
Estonia,1994,9.684,12070.061,70.487,54.663,3.171,0.72
Estonia,1995,9.361,12881.278,70.3,53.706,3.156,0.733
Estonia,1996,9.268,13547.661,70.111,53.511,3.107,0.749
Estonia,1997,8.873,15074.775,69.923,53.831,3.189,0.764
Estonia,1998,8.647,15593.005,69.733,52.533,2.947,0.772
Estonia,1999,8.792,15335.106,69.543,51.774,2.993,0.781
Estonia,2000,9.314,16806.975,69.368,52.265,2.942,0.798
Estonia,2001,9.114,17696.61,69.242,51.731,2.783,0.807
Estonia,2002,9.404,18589.15,69.116,50.952,2.965,0.818
Estonia,2003,9.519,19771.742,68.989,52.008,2.996,0.826
Estonia,2004,10.24,20803.758,68.862,52.978,3.024,0.836
Estonia,2005,10.608,22518.541,68.735,53.329,3.142,0.848
Estonia,2006,11.079,24578.816,68.607,54.51,3.183,0.856
Estonia,2007,11.775,26177.871,68.479,53.899,3.26,0.859
Estonia,2008,11.999,24429.021,68.351,54.763,3.343,0.861
Estonia,2009,11.837,20538.049,68.223,54.689,3.28,0.859
Estonia,2010,11.883,20713.426,68.094,55.04,3.244,0.864
Estonia,2011,11.113,21997.0,67.965,55.585,3.294,0.873
Estonia,2012,10.658,22784.3,67.974,55.312,3.283,0.876
Estonia,2013,10.308,23204.111,68.122,55.275,3.335,0.881
Estonia,2014,10.346,23982.828,68.269,54.474,3.361,0.879
Estonia,2015,10.512,24473.66,68.416,55.791,3.417,0.883
Estonia,2016,10.66,25196.154,68.563,56.178,3.456,0.884
Estonia,2017,10.478,26661.627,68.717,56.924,3.468,0.886
Estonia,2018,10.824,27596.41,68.88,57.264,3.483,0.89
Estonia,2019,10.611,28505.604,69.051,57.455,3.469,0.893
Estonia,2020,9.954,28261.582,69.229,57.369,3.863,0.891
Estonia,2021,9.85,30499.156,69.415,57.821,,0.89
Estonia,2022,8.504,30067.395,69.609,60.17,,0.899
Estonia,2023,8.072,,,,,
Finland,1950,24.541,6779.0,,,,
Finland,1951,23.103,7286.0,,,,
Finland,1952,23.011,7450.0,,,,
Finland,1953,21.999,7415.0,,,,
Finland,1954,21.453,7973.0,,,,
Finland,1955,21.156,8284.0,,,,
Finland,1956,20.731,8440.0,,,,
Finland,1957,20.08,8751.0,,,,
Finland,1958,18.684,8725.0,,,,
Finland,1959,18.875,9172.0,,,,
Finland,1960,18.576,9931.0,55.29,,,
Finland,1961,18.387,10613.0,56.321,,,
Finland,1962,18.128,10869.0,57.162,,,
Finland,1963,18.134,11148.0,57.998,,,
Finland,1964,17.725,11647.0,58.832,,,
Finland,1965,17.171,12226.0,59.658,,,
Finland,1966,16.981,12471.0,60.48,,,
Finland,1967,16.748,12667.0,61.295,,,
Finland,1968,15.945,12900.0,62.106,,,
Finland,1969,14.756,14151.0,62.908,,,
Finland,1970,14.08,15266.0,63.704,,,
Finland,1971,13.19,15565.0,64.523,,,
Finland,1972,12.638,16654.0,65.366,,,
Finland,1973,12.225,17669.0,66.197,,,
Finland,1974,13.275,18109.0,67.019,,,
Finland,1975,13.937,18237.0,67.831,,,
Finland,1976,14.151,18104.0,68.634,,,
Finland,1977,13.901,18100.0,69.423,,,
Finland,1978,13.492,18425.0,70.202,,,
Finland,1979,13.334,19657.0,70.97,,,
Finland,1980,13.2,20640.0,71.727,,,
Finland,1981,13.222,20935.0,72.528,,,
Finland,1982,13.649,21495.0,73.373,,,
Finland,1983,13.711,21944.0,74.202,,,
Finland,1984,13.311,22486.0,75.015,,,
Finland,1985,12.791,23148.0,75.808,,,
Finland,1986,12.33,23621.0,76.567,,,
Finland,1987,12.171,24519.0,77.291,,,
Finland,1988,12.743,25644.0,78.0,,,
Finland,1989,12.75,27012.0,78.691,,,
Finland,1990,13.077,26884.0,79.367,,2.898,0.811
Finland,1991,13.015,25174.898,79.843,57.396,2.985,0.815
Finland,1992,13.167,24219.76,80.128,56.191,3.057,0.821
Finland,1993,12.788,23943.744,80.409,55.458,3.133,0.826
Finland,1994,12.763,24797.66,80.688,54.722,3.213,0.838
Finland,1995,12.323,25761.625,80.963,54.631,2.191,0.844
Finland,1996,11.873,26637.266,81.223,54.551,2.26,0.852
Finland,1997,11.505,28239.875,81.466,54.855,2.295,0.86
Finland,1998,11.083,29715.342,81.707,55.054,2.32,0.868
Finland,1999,11.109,30986.889,81.946,56.112,2.401,0.877
Finland,2000,10.939,32689.77,82.183,56.147,2.499,0.887
Finland,2001,10.797,33481.68,82.368,56.656,2.5,0.897
Finland,2002,10.673,33986.555,82.503,56.931,2.527,0.901
Finland,2003,10.832,34607.22,82.638,56.617,2.564,0.905
Finland,2004,11.0,35888.613,82.772,56.367,3.653,0.901
Finland,2005,10.975,36787.258,82.905,56.791,3.674,0.904
Finland,2006,11.124,38160.703,83.037,57.068,3.69,0.909
Finland,2007,11.07,39998.523,83.168,57.374,3.729,0.911
Finland,2008,11.156,40129.652,83.299,57.374,3.742,0.913
Finland,2009,11.267,36662.613,83.429,56.943,3.775,0.908
Finland,2010,11.3,37615.113,83.77,55.937,3.44,0.912
Finland,2011,11.086,38432.0,84.313,55.784,3.543,0.916
Finland,2012,10.931,37715.01,84.841,55.963,3.556,0.916
Finland,2013,10.645,37203.145,85.125,55.505,3.387,0.926
Finland,2014,10.425,36907.92,85.175,55.481,3.448,0.928
Finland,2015,10.074,36986.7,85.225,55.591,3.421,0.93
Finland,2016,9.574,37924.152,85.275,54.987,3.42,0.931
Finland,2017,9.102,39043.19,85.325,55.188,3.461,0.934
Finland,2018,8.61,39430.906,85.382,55.856,3.48,0.936
Finland,2019,8.258,39874.8,85.446,55.765,4.296,0.939
Finland,2020,8.398,38871.703,85.517,55.224,4.325,0.939
Finland,2021,8.931,39977.855,85.596,55.924,,0.941
Finland,2022,8.027,40701.465,85.681,57.255,,0.942
Finland,2023,7.776,,,,,
France,1950,20.687,8266.0,,,,
France,1951,19.679,8705.0,,,,
France,1952,19.421,8869.0,,,,
France,1953,18.879,9060.0,,,,
France,1954,18.879,9428.0,,,,
France,1955,18.659,9881.0,,,,
France,1956,18.512,10278.0,,,,
France,1957,18.508,10779.0,,,,
France,1958,18.165,10927.0,,,,
France,1959,18.289,11124.0,,,,
France,1960,17.911,11792.0,61.88,,,
France,1961,18.221,12302.0,62.607,,,
France,1962,17.678,12859.0,63.489,,,
France,1963,17.969,13330.0,64.702,,,
France,1964,17.907,14057.0,65.898,,,
France,1965,17.588,14609.0,67.071,,,
France,1966,17.433,15213.0,68.225,,,
France,1967,16.823,15792.0,69.357,,,
France,1968,16.614,16365.0,70.238,,,
France,1969,16.65,17352.0,70.648,,,
France,1970,16.704,18187.0,71.055,,1.2,
France,1971,17.172,18881.0,71.459,,1.3,
France,1972,17.003,19549.0,71.86,,1.3,
France,1973,16.504,20441.0,72.256,,1.4,
France,1974,15.346,20902.0,72.65,,1.4,
France,1975,14.188,20653.0,72.926,,1.5,
France,1976,13.605,21465.0,72.997,,1.5,
France,1977,14.028,22177.0,73.068,,1.6,
France,1978,13.849,22698.0,73.14,,1.7,
France,1979,14.165,23326.0,73.211,,1.8,
France,1980,14.867,23537.0,73.282,,1.9,
France,1981,14.854,23655.0,73.352,,2.0,
France,1982,14.635,24120.0,73.425,,2.1,
France,1983,13.688,24300.0,73.5,,2.1,
France,1984,13.842,24519.0,73.575,,2.5,
France,1985,13.937,24755.0,73.65,,2.7,
France,1986,14.054,25238.0,73.725,,2.8,
France,1987,13.809,25756.0,73.8,,2.8,
France,1988,13.81,26763.0,73.875,,2.9,
France,1989,13.636,27576.0,73.95,,3.0,
France,1990,13.527,28129.0,74.056,,3.118,0.79
France,1991,13.403,28294.264,74.229,46.824,3.171,0.799
France,1992,13.055,28619.805,74.401,47.246,3.223,0.806
France,1993,12.456,28336.16,74.572,47.718,3.251,0.809
France,1994,12.423,28907.977,74.743,47.924,3.286,0.824
France,1995,12.726,29418.863,74.912,48.17,3.307,0.829
France,1996,12.778,29736.645,75.082,48.558,3.326,0.834
France,1997,12.588,30341.807,75.25,48.242,3.343,0.839
France,1998,12.705,31323.078,75.417,48.561,3.355,0.843
France,1999,12.702,32284.611,75.614,48.899,3.355,0.847
France,2000,13.132,33409.68,75.871,49.07,3.375,0.844
France,2001,12.983,33920.098,76.127,48.869,3.408,0.847
France,2002,12.723,34152.773,76.38,49.072,3.435,0.85
France,2003,12.624,34292.03,76.632,50.315,3.454,0.853
France,2004,12.638,35093.824,76.883,50.129,3.473,0.861
France,2005,12.626,35495.465,77.13,50.351,3.476,0.869
France,2006,12.885,36166.16,77.377,50.412,3.469,0.873
France,2007,12.624,36845.684,77.621,50.762,3.449,0.876
France,2008,12.728,36761.793,77.868,50.948,3.443,0.877
France,2009,12.631,35534.926,78.117,51.358,3.394,0.875
France,2010,12.692,36086.727,78.369,51.374,3.397,0.88
France,2011,12.448,36691.0,78.622,51.269,3.172,0.884
France,2012,12.326,36625.926,78.878,51.505,3.188,0.885
France,2013,12.131,36647.22,79.135,51.728,3.209,0.888
France,2014,12.063,36818.54,79.394,51.637,3.225,0.892
France,2015,11.711,37077.89,79.655,51.64,3.24,0.893
France,2016,11.441,37343.84,79.917,51.625,3.255,0.896
France,2017,11.099,38037.336,80.18,51.311,3.275,0.899
France,2018,10.947,38555.465,80.444,51.43,3.276,0.903
France,2019,10.826,39084.656,80.709,51.256,3.311,0.905
France,2020,10.56,35913.82,80.975,50.626,3.324,0.9
France,2021,10.627,38242.133,81.242,52.204,,0.906
France,2022,10.374,39065.71,81.509,52.524,,0.91
France,2023,9.616,,,,,
Germany,1950,17.263,6186.0,,,,
Germany,1951,16.631,6704.0,,,,
Germany,1952,16.068,7257.0,,,,
Germany,1953,15.753,7818.0,,,,
Germany,1954,15.728,8364.0,,,,
Germany,1955,15.688,9240.0,,,,
Germany,1956,15.983,9846.0,,,,
Germany,1957,16.358,10348.0,,,,
Germany,1958,16.325,10739.0,,,,
Germany,1959,17.183,11440.0,,,,
Germany,1960,17.414,12282.0,71.384,,,
Germany,1961,18.081,12675.0,71.697,,,
Germany,1962,17.869,13106.0,71.762,,,
Germany,1963,18.162,13367.0,71.826,,,
Germany,1964,17.959,14062.0,71.891,,,
Germany,1965,17.294,14642.0,71.955,,,
Germany,1966,17.12,14964.0,72.019,,,
Germany,1967,16.455,14979.0,72.083,,,
Germany,1968,15.512,15723.0,72.147,,,
Germany,1969,14.459,16641.0,72.211,,,
Germany,1970,13.369,17277.0,72.274,,,
Germany,1971,12.757,17657.0,72.332,,,
Germany,1972,11.323,18301.0,72.389,,,
Germany,1973,10.22,19074.0,72.446,,,
Germany,1974,10.13,19228.0,72.503,,,
Germany,1975,9.919,19193.0,72.56,,,
Germany,1976,10.095,20218.0,72.617,,,
Germany,1977,10.194,20837.0,72.674,,,
Germany,1978,10.238,21447.0,72.73,,,
Germany,1979,10.388,22305.0,72.787,,,
Germany,1980,10.974,22497.0,72.844,,,
Germany,1981,10.96,22553.0,72.989,,,
Germany,1982,10.966,22380.0,73.107,,,
Germany,1983,10.586,22840.0,73.103,,,
Germany,1984,10.426,23564.0,72.943,,,
Germany,1985,10.466,24133.0,72.711,,,
Germany,1986,10.89,24657.0,72.617,,,
Germany,1987,11.156,25027.0,72.836,,,
Germany,1988,11.357,25759.0,72.999,,,
Germany,1989,11.16,26393.0,72.976,,,
Germany,1990,11.385,25391.0,73.118,,,0.828
Germany,1991,10.423,26769.96,73.269,48.128,2.762,0.835
Germany,1992,10.048,27385.055,73.36,47.873,2.841,0.842
Germany,1993,9.88,27250.701,73.497,47.623,2.937,0.852
Germany,1994,9.529,28140.057,73.71,47.799,3.009,0.858
Germany,1995,9.461,28868.945,73.922,47.685,3.075,0.863
Germany,1996,9.812,29349.982,74.133,47.85,3.124,0.868
Germany,1997,9.996,30186.945,74.342,48.206,3.139,0.874
Germany,1998,9.791,31129.584,74.551,48.436,3.182,0.879
Germany,1999,9.433,32087.604,74.758,48.987,3.217,0.884
Germany,2000,9.355,33367.285,74.965,48.884,3.272,0.89
Germany,2001,8.964,34260.29,75.17,49.334,3.327,0.897
Germany,2002,8.769,34590.93,75.374,49.397,3.364,0.902
Germany,2003,8.639,34716.44,75.577,49.781,3.401,0.906
Germany,2004,8.655,35528.715,75.779,49.481,3.426,0.915
Germany,2005,8.437,36205.574,75.98,51.152,3.448,0.916
Germany,2006,8.4,38014.137,76.179,52.029,3.487,0.92
Germany,2007,8.349,39752.207,76.378,52.453,3.533,0.923
Germany,2008,8.336,40715.434,76.575,52.559,3.58,0.926
Germany,2009,8.16,38962.938,76.771,52.951,3.648,0.925
Germany,2010,8.373,41109.582,76.966,53.052,3.734,0.929
Germany,2011,8.272,43189.0,77.16,53.99,3.822,0.935
Germany,2012,8.421,43288.32,77.17,54.022,3.892,0.937
Germany,2013,8.387,43359.137,77.18,54.571,3.984,0.938
Germany,2014,8.734,44132.758,77.19,54.759,4.064,0.942
Germany,2015,8.925,44405.168,77.2,54.708,4.12,0.941
Germany,2016,9.524,45030.47,77.224,55.645,4.187,0.941
Germany,2017,9.439,46065.1,77.261,55.915,4.251,0.944
Germany,2018,9.448,46377.39,77.312,55.965,4.311,0.946
Germany,2019,9.32,46761.945,77.376,56.596,4.391,0.951
Germany,2020,9.269,44996.43,77.453,55.56,4.459,0.948
Germany,2021,9.507,46159.05,77.544,55.471,4.518,0.948
Germany,2022,8.688,46647.793,77.648,56.149,,0.95
Germany,2023,8.507,,,,,
Greece,1950,20.346,3052.0,,,,
Greece,1951,19.947,3287.0,,,,
Greece,1952,19.699,3272.0,,,,
Greece,1953,19.777,3681.0,,,,
Greece,1954,20.1,3759.0,,,,
Greece,1955,20.507,4007.0,,,,
Greece,1956,20.368,4313.0,,,,
Greece,1957,20.06,4557.0,,,,
Greece,1958,19.983,4723.0,,,,
Greece,1959,20.181,4846.0,,,,
Greece,1960,19.86,5015.0,55.936,,1.3,
Greece,1961,19.248,5408.0,56.453,,1.2,
Greece,1962,18.909,5577.0,57.34,,1.3,
Greece,1963,18.789,6122.0,58.222,,1.3,
Greece,1964,19.22,6601.0,59.099,,1.4,
Greece,1965,19.267,7187.0,59.969,,1.4,
Greece,1966,17.371,7570.0,60.833,,1.4,
Greece,1967,20.408,7892.0,61.691,,1.5,
Greece,1968,17.568,8394.0,62.543,,1.5,
Greece,1969,19.706,9191.0,63.385,,1.6,
Greece,1970,16.7,9900.0,64.22,,1.6,
Greece,1971,16.693,10559.0,64.951,,1.7,
Greece,1972,16.403,11795.0,65.454,,1.7,
Greece,1973,16.254,12202.0,65.952,,1.9,
Greece,1974,16.541,11716.0,66.448,,2.0,
Greece,1975,16.329,12309.0,66.94,,2.0,
Greece,1976,16.373,12919.0,67.429,,2.1,
Greece,1977,16.216,13158.0,67.912,,2.2,
Greece,1978,16.185,13860.0,68.393,,2.3,
Greece,1979,16.086,14193.0,68.87,,2.3,
Greece,1980,15.733,14300.0,69.343,,2.4,
Greece,1981,15.115,14180.0,69.746,,2.5,
Greece,1982,14.503,14153.0,69.94,,2.6,
Greece,1983,13.888,14132.0,70.134,,2.8,
Greece,1984,13.116,14453.0,70.327,,2.9,
Greece,1985,12.279,14850.0,70.518,,2.9,
Greece,1986,11.75,15047.0,70.709,,3.1,
Greece,1987,11.25,14944.0,70.9,,3.3,
Greece,1988,11.029,15596.0,71.09,,,
Greece,1989,10.667,16117.0,71.279,,,
Greece,1990,10.57,15964.0,71.467,,3.333,0.762
Greece,1991,10.543,16409.69,71.635,33.427,3.584,0.773
Greece,1992,10.535,16545.963,71.757,34.717,3.697,0.774
Greece,1993,10.386,16331.314,71.878,34.978,3.798,0.776
Greece,1994,10.345,16724.287,71.998,35.71,3.803,0.782
Greece,1995,10.182,17148.197,72.119,36.413,3.841,0.784
Greece,1996,10.072,17719.557,72.239,37.724,3.842,0.789
Greece,1997,10.049,18588.295,72.358,37.746,3.957,0.796
Greece,1998,9.936,19378.709,72.478,39.601,4.091,0.806
Greece,1999,9.856,20076.559,72.597,40.11,4.195,0.809
Greece,2000,9.897,20965.332,72.716,40.089,,0.818
Greece,2001,9.849,21913.797,72.913,39.322,,0.827
Greece,2002,9.891,22893.959,73.303,39.847,,0.838
Greece,2003,9.829,24380.066,73.689,40.425,,0.844
Greece,2004,9.829,25780.385,74.073,41.601,,0.852
Greece,2005,9.904,26091.523,74.452,41.77,4.999,0.864
Greece,2006,10.16,27731.111,74.827,42.085,5.366,0.872
Greece,2007,10.165,28822.916,75.199,41.914,5.609,0.866
Greece,2008,10.625,28907.926,75.568,41.909,5.711,0.871
Greece,2009,10.615,27839.898,75.932,42.895,5.819,0.873
Greece,2010,10.333,26517.465,76.292,43.514,5.803,0.874
Greece,2011,9.6,24349.0,76.649,43.329,5.829,0.871
Greece,2012,9.121,22746.207,77.004,43.673,5.823,0.87
Greece,2013,8.61,22335.27,77.355,43.551,5.84,0.874
Greece,2014,8.482,22591.598,77.702,43.984,5.883,0.879
Greece,2015,8.507,22696.203,78.046,44.531,5.91,0.881
Greece,2016,8.632,22679.81,78.387,44.602,6.137,0.877
Greece,2017,8.234,22972.889,78.724,44.354,6.102,0.88
Greece,2018,8.054,23403.611,79.058,43.928,6.161,0.886
Greece,2019,7.798,23869.793,79.388,44.08,6.247,0.89
Greece,2020,7.921,21767.22,79.715,43.268,6.306,0.887
Greece,2021,8.144,23732.201,80.038,43.858,,0.887
Greece,2022,7.123,25283.906,80.357,45.006,,0.893
Greece,2023,7.191,,,,,
Hungary,1950,21.023,3953.0,,,,
Hungary,1951,20.326,4296.0,,,,
Hungary,1952,19.676,4403.0,,,,
Hungary,1953,21.569,4441.0,,,,
Hungary,1954,22.945,4543.0,,,,
Hungary,1955,21.461,4894.0,,,,
Hungary,1956,19.76,4632.0,,,,
Hungary,1957,17.065,5051.0,,,,
Hungary,1958,15.986,5367.0,,,,
Hungary,1959,15.155,5553.0,,,,
Hungary,1960,14.653,5816.0,55.911,,1.5,
Hungary,1961,13.985,6083.0,56.335,,1.6,
Hungary,1962,12.972,6315.0,56.758,,1.7,
Hungary,1963,13.085,6644.0,57.181,,1.7,
Hungary,1964,13.01,6994.0,57.603,,1.8,
Hungary,1965,13.039,7029.0,58.022,,1.9,
Hungary,1966,13.554,7406.0,58.441,,1.9,
Hungary,1967,14.493,7801.0,58.859,,2.0,
Hungary,1968,14.981,7865.0,59.276,,1.9,
Hungary,1969,14.931,8069.0,59.691,,2.0,
Hungary,1970,14.646,8015.0,60.112,,2.0,
Hungary,1971,14.484,8349.0,60.539,,2.1,
Hungary,1972,14.716,8505.0,60.965,,2.1,
Hungary,1973,15.111,8920.0,61.388,,2.2,
Hungary,1974,17.811,9111.0,61.81,,2.2,
Hungary,1975,18.456,9253.0,62.231,,2.2,
Hungary,1976,17.53,9231.0,62.65,,2.3,
Hungary,1977,16.668,9765.0,63.066,,2.3,
Hungary,1978,15.738,9967.0,63.48,,2.4,
Hungary,1979,14.991,9964.0,63.893,,2.5,
Hungary,1980,13.957,10052.0,64.191,,2.3,
Hungary,1981,13.36,10123.0,64.372,,2.3,
Hungary,1982,12.485,10493.0,64.553,,2.4,
Hungary,1983,11.884,10401.0,64.734,,2.4,
Hungary,1984,11.749,10696.0,64.915,,2.5,
Hungary,1985,12.196,10452.0,65.095,,2.5,
Hungary,1986,12.074,10678.0,65.274,,2.6,
Hungary,1987,11.868,10861.0,65.453,,2.7,
Hungary,1988,11.729,11207.0,65.632,,2.7,
Hungary,1989,11.747,11003.0,65.81,,2.7,
Hungary,1990,12.032,10296.0,65.838,,2.942,0.721
Hungary,1991,12.171,9255.909,65.713,46.311,3.029,0.715
Hungary,1992,11.692,9153.921,65.587,46.194,3.007,0.714
Hungary,1993,11.296,9294.464,65.461,44.238,2.955,0.721
Hungary,1994,11.18,9772.224,65.335,42.353,2.996,0.73
Hungary,1995,10.843,10134.834,65.209,40.372,3.004,0.736
Hungary,1996,10.217,10359.182,65.083,39.664,3.041,0.744
Hungary,1997,9.76,10942.326,64.956,38.776,3.077,0.75
Hungary,1998,9.491,11663.028,64.829,40.185,3.083,0.755
Hungary,1999,9.307,12316.724,64.702,41.141,3.106,0.762
Hungary,2000,9.569,13129.273,64.575,41.436,2.685,0.773
Hungary,2001,9.55,13933.562,64.67,40.986,2.893,0.782
Hungary,2002,9.541,14899.307,65.081,41.229,3.198,0.791
Hungary,2003,9.375,15829.9,65.489,42.224,3.251,0.798
Hungary,2004,9.451,16999.006,65.896,42.066,3.341,0.802
Hungary,2005,9.712,18140.617,66.365,42.989,2.785,0.807
Hungary,2006,9.931,19253.062,66.895,43.279,3.04,0.815
Hungary,2007,9.768,19763.791,67.421,42.92,2.807,0.818
Hungary,2008,9.87,20380.63,67.943,42.697,3.095,0.824
Hungary,2009,9.628,19461.07,68.46,42.706,3.025,0.826
Hungary,2010,9.09,20036.334,68.911,43.556,2.872,0.829
Hungary,2011,8.957,20886.0,69.358,43.651,2.964,0.833
Hungary,2012,9.08,20731.67,69.678,44.546,3.088,0.833
Hungary,2013,9.038,21163.564,69.953,44.711,3.209,0.843
Hungary,2014,9.362,22118.75,70.227,46.047,3.323,0.84
Hungary,2015,9.348,22993.375,70.5,46.95,3.097,0.839
Hungary,2016,9.619,23568.926,70.779,47.632,3.211,0.843
Hungary,2017,9.523,24641.197,71.062,47.984,3.325,0.846
Hungary,2018,9.381,25995.51,71.351,48.309,3.384,0.85
Hungary,2019,9.342,27272.312,71.644,48.368,3.493,0.854
Hungary,2020,9.546,26091.4,71.942,48.164,3.139,0.849
Hungary,2021,9.654,28085.963,72.245,52.413,3.291,0.846
Hungary,2022,9.269,29451.855,72.552,53.606,,0.851
Hungary,2023,8.814,,,,,
Iceland,1950,28.758,8498.0,,,,
Iceland,1951,27.725,8080.0,,,,
Iceland,1952,27.815,8823.0,,,,
Iceland,1953,28.283,8886.0,,,,
Iceland,1954,27.833,9446.0,,,,
Iceland,1955,28.377,10096.0,,,,
Iceland,1956,28.425,10323.0,,,,
Iceland,1957,28.252,10079.0,,,,
Iceland,1958,27.35,10568.0,,,,
Iceland,1959,27.789,10702.0,,,,
Iceland,1960,27.725,10959.0,80.3,,1.2,
Iceland,1961,25.319,10728.0,80.803,,1.2,
Iceland,1962,25.807,11435.0,81.297,,1.2,
Iceland,1963,25.9,12366.0,81.781,,1.2,
Iceland,1964,25.232,13386.0,82.256,,1.2,
Iceland,1965,24.495,14100.0,82.72,,1.2,
Iceland,1966,23.889,15058.0,83.175,,1.2,
Iceland,1967,22.174,14642.0,83.621,,1.2,
Iceland,1968,20.982,13648.0,84.057,,1.3,
Iceland,1969,20.824,13880.0,84.483,,1.3,
Iceland,1970,19.867,14830.0,84.9,,1.4,
Iceland,1971,20.707,16606.0,85.269,,1.5,
Iceland,1972,22.223,17366.0,85.63,,1.6,
Iceland,1973,21.626,18277.0,85.983,,1.6,
Iceland,1974,19.868,19054.0,86.33,,1.7,
Iceland,1975,20.046,18935.0,86.669,,1.8,
Iceland,1976,19.549,19877.0,87.002,,1.9,
Iceland,1977,18.21,21465.0,87.326,,1.9,
Iceland,1978,18.651,22579.0,87.644,,2.0,
Iceland,1979,19.82,23443.0,87.955,,2.0,
Iceland,1980,19.881,24528.0,88.26,,2.1,
Iceland,1981,18.861,25284.0,88.533,,2.2,
Iceland,1982,18.535,25477.0,88.8,,2.3,
Iceland,1983,18.45,24605.0,89.062,,2.3,
Iceland,1984,17.207,25357.0,89.319,,2.4,
Iceland,1985,16.101,25990.0,89.57,,2.6,
Iceland,1986,16.017,27439.0,89.816,,2.6,
Iceland,1987,17.017,29576.0,90.057,,2.7,
Iceland,1988,18.505,28934.0,90.294,,2.7,
Iceland,1989,18.207,28652.0,90.524,,2.8,
Iceland,1990,18.721,28760.0,90.75,,2.847,0.834
Iceland,1991,17.585,28258.018,90.932,67.864,2.845,0.845
Iceland,1992,17.709,26859.281,91.112,68.805,2.951,0.852
Iceland,1993,17.556,26833.8,91.287,69.08,2.952,0.853
Iceland,1994,16.764,27457.807,91.46,69.504,2.994,0.86
Iceland,1995,16.105,27235.834,91.63,71.511,3.022,0.857
Iceland,1996,16.069,28277.787,91.797,69.834,3.118,0.864
Iceland,1997,15.332,29939.143,91.96,68.761,3.257,0.874
Iceland,1998,15.18,31444.615,92.121,70.258,3.314,0.885
Iceland,1999,14.758,32186.932,92.267,72.333,3.379,0.886
Iceland,2000,15.214,33108.29,92.401,73.816,3.439,0.895
Iceland,2001,14.338,33794.453,92.532,72.708,3.471,0.902
Iceland,2002,14.122,33470.496,92.662,72.087,3.575,0.909
Iceland,2003,14.372,33920.707,92.789,72.286,3.613,0.916
Iceland,2004,14.494,36209.242,92.914,70.602,3.612,0.92
Iceland,2005,14.311,37884.06,93.037,70.947,3.609,0.926
Iceland,2006,14.385,38707.215,93.159,71.601,3.601,0.928
Iceland,2007,14.416,41111.156,93.278,71.613,3.61,0.933
Iceland,2008,15.12,40810.23,93.395,71.013,3.639,0.927
Iceland,2009,15.901,37701.85,93.511,70.345,3.645,0.925
Iceland,2010,15.478,36272.688,93.574,70.61,3.588,0.927
Iceland,2011,14.179,36740.0,93.587,70.157,3.501,0.933
Iceland,2012,14.138,36933.895,93.6,70.858,3.558,0.938
